term_id,db,pathway_id,pathway_name,description,pathway_size,overlap_size,Process_primary,Process_all,Generic_parent_flag,is_Metabolism,is_ECM_Remodeling_Adhesion,is_Angiogenesis_Vascular_Hemostasis,is_Immune_Checkpoint_Tcell_Regulation,is_Innate_Immunity_Myeloid_Phagocyte,is_Apoptosis_Survival,is_Stress_Response_DNA_Damage_Autophagy,is_Cell_Cycle_DNA_Replication,is_Cytokine_JAK_STAT_Signaling,is_Oncogenic_GrowthFactor_Signaling,is_Other_Mixed_or_Generic
REACTOME:R-HSA-1566977,REACTOME,R-HSA-1566977,Fibronectin matrix formation,R-HSA-1566977,20,1,ECM_Remodeling_Adhesion,ECM_Remodeling_Adhesion,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-156827,REACTOME,R-HSA-156827,L13a-mediated translational silencing of Ceruloplasmin expression,R-HSA-156827,116,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-157118,REACTOME,R-HSA-157118,Signaling by NOTCH,R-HSA-157118,211,7,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-157858,REACTOME,R-HSA-157858,Gap junction trafficking and regulation,R-HSA-157858,52,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-15869,REACTOME,R-HSA-15869,Metabolism of nucleotides,R-HSA-15869,98,4,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-1592230,REACTOME,R-HSA-1592230,Mitochondrial biogenesis,R-HSA-1592230,95,3,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-1592389,REACTOME,R-HSA-1592389,Activation of Matrix Metalloproteinases,R-HSA-1592389,33,1,ECM_Remodeling_Adhesion,ECM_Remodeling_Adhesion,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-159782,REACTOME,R-HSA-159782,Removal of aminoterminal propeptides from gamma-carboxylated proteins,R-HSA-159782,10,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-159854,REACTOME,R-HSA-159854,"Gamma-carboxylation, transport, and amino-terminal cleavage of proteins",R-HSA-159854,11,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-1606322,REACTOME,R-HSA-1606322,ZBP1(DAI) mediated induction of type I IFNs,R-HSA-1606322,21,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-162582,REACTOME,R-HSA-162582,Signal Transduction,R-HSA-162582,2620,85,Other_Mixed_or_Generic,Other_Mixed_or_Generic,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-162585,REACTOME,R-HSA-162585,Uncoating of the HIV Virion,R-HSA-162585,8,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-162587,REACTOME,R-HSA-162587,HIV Life Cycle,R-HSA-162587,159,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-162588,REACTOME,R-HSA-162588,Budding and maturation of HIV virion,R-HSA-162588,36,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-162589,REACTOME,R-HSA-162589,Reverse Transcription of HIV RNA,R-HSA-162589,7,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-162592,REACTOME,R-HSA-162592,Integration of provirus,R-HSA-162592,15,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-162594,REACTOME,R-HSA-162594,Early Phase of HIV Life Cycle,R-HSA-162594,22,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-162599,REACTOME,R-HSA-162599,Late Phase of HIV Life Cycle,R-HSA-162599,146,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-162906,REACTOME,R-HSA-162906,HIV Infection,R-HSA-162906,228,8,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-162909,REACTOME,R-HSA-162909,Host Interactions of HIV factors,R-HSA-162909,126,6,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-1630316,REACTOME,R-HSA-1630316,Glycosaminoglycan metabolism,R-HSA-1630316,136,5,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-163125,REACTOME,R-HSA-163125,Post-translational modification: synthesis of GPI-anchored proteins,R-HSA-163125,93,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-1632852,REACTOME,R-HSA-1632852,Macroautophagy,R-HSA-1632852,145,4,Stress_Response_DNA_Damage_Autophagy,Stress_Response_DNA_Damage_Autophagy,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-163560,REACTOME,R-HSA-163560,Triglyceride catabolism,R-HSA-163560,24,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-163615,REACTOME,R-HSA-163615,PKA activation,R-HSA-163615,18,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-163685,REACTOME,R-HSA-163685,Integration of energy metabolism,R-HSA-163685,108,1,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-1638074,REACTOME,R-HSA-1638074,Keratan sulfate/keratin metabolism,R-HSA-1638074,37,2,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-163841,REACTOME,R-HSA-163841,"Gamma carboxylation, hypusinylation, hydroxylation, and arylsulfatase activation",R-HSA-163841,61,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-1640170,REACTOME,R-HSA-1640170,Cell Cycle,R-HSA-1640170,657,12,Cell_Cycle_DNA_Replication,Cell_Cycle_DNA_Replication,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-1643685,REACTOME,R-HSA-1643685,Disease,R-HSA-1643685,2505,72,Other_Mixed_or_Generic,Other_Mixed_or_Generic,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-1643713,REACTOME,R-HSA-1643713,Signaling by EGFR in Cancer,R-HSA-1643713,25,1,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-164516,REACTOME,R-HSA-164516,Minus-strand DNA synthesis,R-HSA-164516,7,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-164525,REACTOME,R-HSA-164525,Plus-strand DNA synthesis,R-HSA-164525,7,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-164938,REACTOME,R-HSA-164938,Nef-mediates down modulation of cell surface receptors by recruiting them to clathrin adapters,R-HSA-164938,22,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-164944,REACTOME,R-HSA-164944,Nef and signal transduction,R-HSA-164944,9,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-164952,REACTOME,R-HSA-164952,The role of Nef in HIV-1 replication and disease pathogenesis,R-HSA-164952,29,2,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-1655829,REACTOME,R-HSA-1655829,Regulation of cholesterol biosynthesis by SREBP (SREBF),R-HSA-1655829,55,1,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-166016,REACTOME,R-HSA-166016,Toll Like Receptor 4 (TLR4) Cascade,R-HSA-166016,148,9,Innate_Immunity_Myeloid_Phagocyte,Innate_Immunity_Myeloid_Phagocyte,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-1660499,REACTOME,R-HSA-1660499,Synthesis of PIPs at the plasma membrane,R-HSA-1660499,53,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-1660514,REACTOME,R-HSA-1660514,Synthesis of PIPs at the Golgi membrane,R-HSA-1660514,18,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-1660516,REACTOME,R-HSA-1660516,Synthesis of PIPs at the early endosome membrane,R-HSA-1660516,16,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-166058,REACTOME,R-HSA-166058,MyD88:MAL(TIRAP) cascade initiated on plasma membrane,R-HSA-166058,115,6,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-1660661,REACTOME,R-HSA-1660661,Sphingolipid de novo biosynthesis,R-HSA-1660661,37,1,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-166166,REACTOME,R-HSA-166166,MyD88-independent TLR4 cascade,R-HSA-166166,110,6,Innate_Immunity_Myeloid_Phagocyte,Innate_Immunity_Myeloid_Phagocyte,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-166520,REACTOME,R-HSA-166520,Signaling by NTRKs,R-HSA-166520,134,9,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-167044,REACTOME,R-HSA-167044,Signalling to RAS,R-HSA-167044,20,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-167060,REACTOME,R-HSA-167060,NGF processing,R-HSA-167060,4,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-167590,REACTOME,R-HSA-167590,Nef Mediated CD4 Down-regulation,R-HSA-167590,10,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-1679131,REACTOME,R-HSA-1679131,Trafficking and processing of endosomal TLR,R-HSA-1679131,13,1,Innate_Immunity_Myeloid_Phagocyte,Innate_Immunity_Myeloid_Phagocyte,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-168138,REACTOME,R-HSA-168138,Toll Like Receptor 9 (TLR9) Cascade,R-HSA-168138,110,5,Innate_Immunity_Myeloid_Phagocyte,Innate_Immunity_Myeloid_Phagocyte,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-168142,REACTOME,R-HSA-168142,Toll Like Receptor 10 (TLR10) Cascade,R-HSA-168142,98,5,Innate_Immunity_Myeloid_Phagocyte,Innate_Immunity_Myeloid_Phagocyte,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-168164,REACTOME,R-HSA-168164,Toll Like Receptor 3 (TLR3) Cascade,R-HSA-168164,106,6,Innate_Immunity_Myeloid_Phagocyte,Innate_Immunity_Myeloid_Phagocyte,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-168176,REACTOME,R-HSA-168176,Toll Like Receptor 5 (TLR5) Cascade,R-HSA-168176,98,5,Innate_Immunity_Myeloid_Phagocyte,Innate_Immunity_Myeloid_Phagocyte,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-168179,REACTOME,R-HSA-168179,Toll Like Receptor TLR1:TLR2 Cascade,R-HSA-168179,118,6,Innate_Immunity_Myeloid_Phagocyte,Innate_Immunity_Myeloid_Phagocyte,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-168181,REACTOME,R-HSA-168181,Toll Like Receptor 7/8 (TLR7/8) Cascade,R-HSA-168181,107,5,Innate_Immunity_Myeloid_Phagocyte,Innate_Immunity_Myeloid_Phagocyte,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-168188,REACTOME,R-HSA-168188,Toll Like Receptor TLR6:TLR2 Cascade,R-HSA-168188,115,6,Innate_Immunity_Myeloid_Phagocyte,Innate_Immunity_Myeloid_Phagocyte,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-168249,REACTOME,R-HSA-168249,Innate Immune System,R-HSA-168249,1164,50,Innate_Immunity_Myeloid_Phagocyte,Innate_Immunity_Myeloid_Phagocyte,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-168256,REACTOME,R-HSA-168256,Immune System,R-HSA-168256,2287,87,Other_Mixed_or_Generic,Other_Mixed_or_Generic,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-168638,REACTOME,R-HSA-168638,NOD1/2 Signaling Pathway,R-HSA-168638,37,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-168643,REACTOME,R-HSA-168643,"Nucleotide-binding domain, leucine rich repeat containing receptor (NLR) signaling pathways",R-HSA-168643,61,5,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-168898,REACTOME,R-HSA-168898,Toll-like Receptor Cascades,R-HSA-168898,174,10,Innate_Immunity_Myeloid_Phagocyte,Innate_Immunity_Myeloid_Phagocyte,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-168927,REACTOME,R-HSA-168927,"TICAM1, RIP1-mediated IKK complex recruitment",R-HSA-168927,19,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-168928,REACTOME,R-HSA-168928,DDX58/IFIH1-mediated induction of interferon-alpha/beta,R-HSA-168928,86,5,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-169893,REACTOME,R-HSA-169893,Prolonged ERK activation events,R-HSA-169893,14,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-169911,REACTOME,R-HSA-169911,Regulation of Apoptosis,R-HSA-169911,40,3,Apoptosis_Survival,Apoptosis_Survival,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-170834,REACTOME,R-HSA-170834,Signaling by TGF-beta Receptor Complex,R-HSA-170834,94,2,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-170968,REACTOME,R-HSA-170968,Frs2-mediated activation,R-HSA-170968,12,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-171007,REACTOME,R-HSA-171007,p38MAPK events,R-HSA-171007,13,1,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-171286,REACTOME,R-HSA-171286,Synthesis and processing of ENV and VPU,R-HSA-171286,3,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-173107,REACTOME,R-HSA-173107,Binding and entry of HIV virion,R-HSA-173107,12,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-173599,REACTOME,R-HSA-173599,"Formation of the active cofactor, UDP-glucuronate",R-HSA-173599,5,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-174084,REACTOME,R-HSA-174084,Autodegradation of Cdh1 by Cdh1:APC/C,R-HSA-174084,54,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-174113,REACTOME,R-HSA-174113,SCF-beta-TrCP mediated degradation of Emi1,R-HSA-174113,42,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-174143,REACTOME,R-HSA-174143,APC/C-mediated degradation of cell cycle proteins,R-HSA-174143,75,3,Cell_Cycle_DNA_Replication,Cell_Cycle_DNA_Replication,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-174154,REACTOME,R-HSA-174154,APC/C:Cdc20 mediated degradation of Securin,R-HSA-174154,55,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-174178,REACTOME,R-HSA-174178,APC/C:Cdh1 mediated degradation of Cdc20 and other APC/C:Cdh1 targeted proteins in late mitosis/early G1,R-HSA-174178,61,3,Cell_Cycle_DNA_Replication,Cell_Cycle_DNA_Replication,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-174184,REACTOME,R-HSA-174184,Cdc20:Phospho-APC/C mediated degradation of Cyclin A,R-HSA-174184,60,3,Cell_Cycle_DNA_Replication,Cell_Cycle_DNA_Replication,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-174362,REACTOME,R-HSA-174362,Transport and metabolism of PAPS,R-HSA-174362,7,1,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-174490,REACTOME,R-HSA-174490,Membrane binding and targetting of GAG proteins,R-HSA-174490,15,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-174495,REACTOME,R-HSA-174495,"Synthesis And Processing Of GAG, GAGPOL Polyproteins",R-HSA-174495,15,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-174824,REACTOME,R-HSA-174824,"Plasma lipoprotein assembly, remodeling, and clearance",R-HSA-174824,75,3,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-175474,REACTOME,R-HSA-175474,Assembly Of The HIV Virion,R-HSA-175474,24,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-176408,REACTOME,R-HSA-176408,Regulation of APC/C activators between G1/S and early anaphase,R-HSA-176408,68,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-176409,REACTOME,R-HSA-176409,APC/C:Cdc20 mediated degradation of mitotic proteins,R-HSA-176409,63,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-176814,REACTOME,R-HSA-176814,Activation of APC/C and APC/C:Cdc20 mediated degradation of mitotic proteins,R-HSA-176814,64,3,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-177504,REACTOME,R-HSA-177504,Retrograde neurotrophin signalling,R-HSA-177504,14,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
REACTOME:R-HSA-177929,REACTOME,R-HSA-177929,Signaling by EGFR,R-HSA-177929,53,2,Oncogenic_GrowthFactor_Signaling,Oncogenic_GrowthFactor_Signaling,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE
REACTOME:R-HSA-1793185,REACTOME,R-HSA-1793185,Chondroitin sulfate/dermatan sulfate metabolism,R-HSA-1793185,37,1,Metabolism,Metabolism,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
REACTOME:R-HSA-179419,REACTOME,R-HSA-179419,APC:Cdc20 mediated degradation of cell cycle proteins prior to satisfation of the cell cycle checkpoint,R-HSA-179419,61,3,Immune_Checkpoint_Tcell_Regulation,Immune_Checkpoint_Tcell_Regulation;Cell_Cycle_DNA_Replication,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
REACTOME:R-HSA-179812,REACTOME,R-HSA-179812,GRB2 events in EGFR signaling,R-HSA-179812,13,1,Other_Mixed_or_Generic,Other_Mixed_or_Generic,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE
